. is disrespectful of the war dead and behaves dishonourably at every turn. He is a coward and a;;1;1;0;POL CHA
she a bully and a coward. By the time I finish exposing who she is, mean girlwill be a compliment;;1;4;0;CHA
Londonstan has sold out the once Great Britain to Islam. Goverment, Police and soon Armed forces under Islamic cont;;1;3;1;REL
Yup. I ca n't stand this shit. The left screams and yells Black Lives Matter and the minute a black man or woman disagree;;1;2;0;POL
After hearing THIS, the only answer is YES! BA islam;;1;3;1;REL
Well, I hope this made the little man feel big and strong. Go straight to hell, Beauregard. Black Lives Matter All Li;;1;4;0;ECO CHA
In Islam it is allowed to beat your rebellious' wife/wives. Any call for a woman is submission under threats or violence;;1;3;1;REL
Under sharia it is unlawful for women to look at men not their husband whenever looking is unlawful so is touching;;1;3;1;REL
Shame on you Your Tweet has gone WAY OVER the line!!! There are MANY people fighting for their;;1;2;0;POL CHA
Europe submits to Sharia: Human Rights Court Adopts Islamic Blasphemy Laws. Now it is time to rise up and say no to sharia;;1;3;1;REL
Thank GOODNESS!!! Maybe the stupid killer cops will be addressed as well in MSP!!! Blacklives Matter Native Lives Matter;;1;2;0;ECO
"The three options for Jews& amp; Christians under Islamic rule p. Muhammad& amp; Umar agree, convert or pay or die! Islam";;1;3;1;REL
More evidence of the absolute stupidithank you of Democrat voters Ban Sharia Law Ban Islam;;1;2;0;POL
Ca n't this racist bullshit enough. Needs to be known what a terrorist goon this woman is to joke about a lynch;;1;2;1;CHA RAC
Let is make this go viral p.. post and share p. instagram blacklivesmatter fuckthepolice;;1;2;0;ECO
Much like the rape of our women and children, there is absolutely NO place for anti-semitism in modern Europe. Ban Islam;;1;3;1;REL
So UK government finally admit islam political ideology does not have a religion of peace otherwise there would be no unrest,;;1;3;1;REL
And the award for the biggest bully aka asshole goes to Donald Trump. What he does is not only no different, but;;1;2;0;POL CHA
Endorsed with ussr taxpayers money p.. next Ban Islam I Stand With Israel;;1;3;1;REL
"YOU,& amp; the other LEFTISTS CREATE MORE HATE than anyone else ever could. Not happy w";;1;2;0;POL CHA
The people of Poland show us how its done! Ban Islam Free countries standing tall and proud in Europe. Be afraid;;1;3;1;REL
We MUST let our children know that America is not a muslim country Ban Islam the beheaded;;1;3;1;REL
well seems like is just like most White People p. a Racist I use to think he was different but to;;1;3;1;RAC CHA
And now we wait for our asshole pots to comment on the bravery of our goddamn police force Black Lives Matter take Knee;;1;2;0;ECO CHA
this is islam stopislam banislam in europe;;1;3;1;REL
Why are n't countries on top of what Islam really is? Is their info really that bad? Ban Islam;;1;3;1;REL
I want to express a heartfelt fuck you to my french head teacher( th gr, 1986) who handed me back the note from my;;1;2;0;CHA
"SOMEBODY GET THIS mucha fuck OFF TWITTER& amp; GET HIM A dunxin PACIFIER Cry baby Bully Ass Hole His Bottle Ready";;1;2;0;CHA
Everywhere they go turns into shithouse p. p. Page Hall, Southall, Birmingham, luton;;1;3;0;SPO
"What a grossly ignorant Gangster& amp; Bully that truly is! Hopefully he will be impeached& amp;";;1;2;0;POL CHA
She is American puss, we can see that now. An old racist, to afraid to use her real name in the;;1;2;1;GEN
because cops in the US are racist fucks. It is a pretthank you sad state of affair;;1;2;0;ECO CHA
The hate of ignorant Bigots racists xenophobic nativist Nationalist deplorable;;1;2;0;CHA
I eve been saying it, they are FAKE REFUGEES, training by legal aids to act and lie, it is a master plan to invade Europe;;1;3;1;ECO RAC
"Amen to that. Should Ban Islam- antithetical and inimical to democracy& amp; human right";;1;3;1;REL
This is why we should NEVER let this barbaric religion in our country. banislam;;1;3;1;REL
int this the team that has a girl who LIVES to throw her white power sign? were seen i;;1;2;0;CHA
Honest to goodness! He has turned the presidency into a farce and government into whimsy and tempertantrums. people;;1;3;0;POL
As usual, the exact opposite is true. WITH Islam, America will meet its demise. We MUST Ban Islam or we will go d;;1;3;1;REL
"Rick Scott Is A Thug Bully drifter LIAR Abuse Power& amp; Authorithank you As Governor. what fun Is wagon Appointing";;1;2;0;POL CHA
The righthand you Mo and his wife for the night p. Ban Islam from the modern world.;;1;3;1;REL
Black Lives Matter Please be careful of cops, most of them are definitely racist, authoritarian, and murderers. The;;1;3;0;ECO
WOW, YOU JUST CA N'T HELP YOURSELF WITH ALL PASSING ALL YOUR VILE LIES!!! YOU ARE SUCH A DIS;;1;2;0;POL
These scumbags come to our country as a privilege! They break the law and th;;1;2;1;ECO RAC
Trump, Hypocritical Traitor Black Lives Matter Hypocrisy Veterans Day Vets Against Trump MARINE against Trump Vets;;1;3;0;POL CHA
Stop Islam Stop Sharia Law THIS MUST BE STOPPED.;;1;2;1;REL
"duran 955` Kill the polytheism( i.e. Jews& amp; Christians) wherever you find them p. d' Islam duran Jihad Sharia sharia";;1;5;1;REL
Such arrogance from Trump. Inexbebecauseable. He is completely void of civilithank you, humilithank you and empathy.;;1;3;0;POL CHA
Islam is about domination not assimilation. Islam means submit in Arabic. Ban Islam Ban Sharia Law Beware Taqiyya;;1;3;1;REL
How are whitepeople to blame for any of these statistics? blacklivesmatter is more like blackliesmatter;;1;3;1;RAC
Wow, look at this guy shaming some hard working foreign woman. Seems kind of like bullying to me. She ca n't help ho;;1;3;0;CHA
